,clean_text,translated_text,sentimen_score,sentimen
202,mentok baru sepeda listrik sama mobil listrik sih taaa,"I'm stuck with electric bicycles and electric cars, taaa",-0.25,Negatif
203,miniiii itu mobil listrik kan ya,"Miniiii is an electric car, right?",0.0,Netral
204,kalau new habis ini serius beli mobil listrik tidak akan kaget sih,"If it's new and you're serious about buying an electric car, you won't be surprised",-0.242,Negatif
205,mobil listrik lah buat murah dan ultra charger dibyat,Electric cars are cheap and ultra chargers are available,0.0,Netral
206,sekali bonus beli mobil listrik cash,one bonus to buy an electric car with cash,0.5423,Positif
207,capek tidak sih kalau tiap mau berangkat kantor pakai kendara pribadi harus cek tanggal buat pastiin ganjil atau genap saat alih ke kendara listrik,Aren't you tired if every time you want to go to the office using a private vehicle you have to check the date to make sure it's odd or even when you switch to an electric vehicle?,0.4031,Positif
208,kalau dari sisi fungsional lebih baik hybrid karena tidak perlu cari2 tempat case baterai jadi waktu juga efisien seperti mobil bbm biasa kalau sudah banyak kendara listrik dan harga murah apa yang punya mau hanya ganti baterai atau beli baru lagi seperti hp,"From a functional perspective, a hybrid is better because you don't need to look for a battery case so it's also time efficient like a regular petrol car, if you have a lot of electric vehicles and the price is cheap, what do you want to just replace the battery or buy a new one like a cell phone?",0.875,Positif
209,mobil esmka goib sekarang motor listrik,Goib's Esmka car is now an electric motorbike,0.0,Netral
210,ini angkot dengan mobil listrik,This is a public transportation with electric cars,0.0,Netral
211,ideal nya memang mobil listrik belum butuh tidak guna di insentif jauh lebih manfaat hibrid sehingga ada tahap yang baik keti seluruh nya sudah siap dan alih ke mobil listrik,"Ideally, electric cars don't need to be useless, the incentives are much more beneficial for hybrids so there is a good stage when everything is ready and switch to electric cars.",0.8795,Positif
212,impor dari china yang sudah buat banyak motor sama mobil listrik tapi malah tidak pakai,imports from China that have made many electric motorbikes and cars but don't use them,0.0,Netral
213,nah itu maksud saya jangan kita di paksa buat akhir beli mobil listrik benar tidak usah jauh2 fasilitas trasportasi umum yang harus di baik dan di banyak listrik di rumah sudah cenat cenut lah ini kendara,"So, that's what I mean, don't force us to end up buying an electric car. It's true that you don't have to go far, public transportation facilities have to be good and there's plenty of electricity at home. This is a vehicle that's easy to use.",0.8225,Positif
214,buat uu saja mulai tahun 2025 pabrik mobil jual mobil listrik semua pabrik motor jual motor listrik dan jalan dari kota tua sampai blok m juga dari grogol sampai cawang motor larang lewat kecuali motor listrik pasti bagus,"Just make a law starting in 2025, car factories will sell electric cars, all motorbike factories will sell electric motorbikes, and on the road from Kota Tua to Blok M, also from Grogol to Cawang, motorbikes will be prohibited from passing except for electric motorbikes, which is definitely good.",0.6808,Positif
215,kapal listrik pesawat listrik kaya lebih dampak ke karbon karbon itu daripada motor listrik mobil listrik yang segtu,"Electric ships, electric planes have a greater impact on carbon than the electric motors of similar electric cars",0.3612,Positif
216,mobil listrik takut setrum wkwkw,Electric cars are afraid of electric shocks hahaha,0.25,Positif
217,label bersih dan produk laris di jakarta di daerah tambang bahan baku baterai mobil listrik justru sisa emisi dan derita,clean labels and the best-selling products in Jakarta in areas where raw materials for electric car batteries are mined are the remaining emissions and suffering,-0.1027,Negatif
218,pabrik baterai mobil sudah asai lagi sini yang lain masih omon2 saja mobil listrik memang jago cina lain masih payah apalagi eropa masih tinggi biaya,"The car battery factory is up and running again here, others are still talking about electric cars, China is really good, China is still bad, especially Europe is still very expensive.",-0.079,Negatif
219,karena dia pakai mobil listrik takut ikan mati setrum,because he uses an electric car because he is afraid the fish will die from electrocution,-0.5994,Negatif
220,mobil listrik pun buat energy listrik bagi besar dari fossil,Electric cars also provide a large share of electrical energy from fossils,0.5106,Positif
221,di masa depan nanti kalau guna mobil listrik sudah mayoritas vibes bengkel yang ada cecer oli sudah tidak ada kali ya bengkel lebih kinclong amp baju mekanik jadi bersih tidak ada juga montir motor yang cuci tangan pakai pertalite,"In the future, if you use electric cars, the majority of the vibes of workshops that have oil spills will no longer exist, the workshops will be shinier and the mechanic's clothes will be clean, there will be no motorbike mechanics who wash their hands with Pertalite.",-0.1779,Negatif
222,eh kalau mobil listrik tidak cuma hijau tapi juga bisa jadi teman kita untuk jaga bumi double green,"Hey, electric cars are not only green but can also be our friends in keeping the earth double green",0.631,Positif
223,bakal kena imbas langsung pasti kalang tengah ke bawah yang konsumtif daripada pkb dan bbm terus naik mereka akan pilih beli mobil listrik beda kalang tengah ke atas bbm naik 5000 per liter pun nomor problem,"It will be directly affected, of course among the middle to lower classes, those who are consumptive rather than pkb and fuel prices continue to rise, they will choose to buy an electric car, unlike the middle to upper class, fuel prices have increased by 5,000 per liter, even the number of problems",-0.4767,Negatif
224,benar sama ajabekas baterai mobil atau sepeda listrik juga tidak teruraibahkan untuk produksi baterai saja harus guna bahan bakar dari fosilmodus saja wahai negrikuapa kau sedang baik sajaatau sedang tidak baik baik,"It's the same, used car or electric bicycle batteries also don't decompose, even for battery production we have to use fossil fuels, just like that, my country, are you okay or not okay?",0.6486,Positif
225,mobil listrik medium hatchback ini mampu tempuh jarak 460 kamu dan dukung ragam fitur teknologi pintar ini rupa wujud dari komitmen wuling untuk terus hadir produk inovatif yang jawab mobilitas ramah lingkung bagi masyarakat indonesia,This medium hatchback electric car is capable of traveling a distance of 460 km and supports a variety of smart technology features. This is a manifestation of Wuling's commitment to continue to present innovative products that provide environmentally friendly mobility for the Indonesian people.,0.9382,Positif
226,teknologi lanjut itu bbh bahan bakar hidrogen jepang sudah adopsi teknologi ini makanya jepang tidak terlalu interest dengan teknologi mobil listrik di jepang bbh sudah sangat maju sementara negara2 lain koar2 ev,"advanced technology, Bbh, hydrogen fuel, Japan has adopted this technology, that's why Japan is not too interested in electric car technology. In Japan, Bbh is very advanced, while other countries are confused, EV",-0.1426,Negatif
227,asa saya wong ini tidak ada henti ngegombalin para 1q 78 dulu mobil esemka sekarang motor listrik,"I hope this guy will never stop teasing the 1q 78, first it was an Esemka car, now it's an electric motorbike",0.6136,Positif
228,lobby lobby supaya ngepush pada beli mobil listrik atau lcgc,lobby lobby to push to buy an electric car or lcgc,0.0516,Positif
229,iyaaa saya taupertalite di hapus ganti ke motor mobil listrik,"Yes, I removed the taupertalite and replaced it with an electric car motor",0.4019,Positif
230,mobil buat jalan ke taman safari sepeda listrik buat beli mami garam sama raket nyamuk buat nyetrum gege,"car to go to the safari park, electric bike to buy mom some salt and a mosquito racket to electrocute gege",0.0,Netral
231,1 liter bbm oktan 90 motor jarak tempuh 50 kilometer ratarata hasil 2 5 kilogram emisi karbon jauh lebih besar lagi mobil 2 kwh baterai motor listrik sla jarak tempuh 50 kilometer yang asal dari batu bara hasil 1 8 kilogram emisi karbon,"1 liter of 90 octane fuel for a motorbike has a distance of 50 kilometers, with an average yield of 2.5 kilograms of carbon emissions which is much greater than a 2 kwh car with an electric motorbike battery with a distance of 50 kilometers which comes from coal, which produces 1.8 kilograms of carbon emissions.",0.3612,Positif
232,untuk wujud mobil esemka saja lama mimpin 10th tidak wujud apalagi ini taksi terbang dan tiang listrik bisa jawab arah di ikn pada tahun 2024 akan wujud mungkin butuh waktu 30th lagi bisa wujud negeri ini maaf bukan pesimis tapi hidup harus realistis,"Even the Esemka car took 10 years to build and it didn't exist, what's more, flying taxis and electric poles can answer directions in IKN in 2024 it will exist, maybe it will take another 30 years for this country to exist, sorry, I'm not a pessimist, but life has to be realistic.",0.104,Positif
233,makin mantap niat untuk tidak ganti ke mobil listrik,increasingly determined not to change to an electric car,0.34,Positif
234,daftar dong habis listrik sekarang ada apa saja merek seperti asing semua selain yang byd,"Please register, the electricity is out now, what brands are there, all foreign apart from BYD?",0.3182,Positif
235,banyak milik mobil tua dan mobil listrik punya mobil lain tapi bagaimana kalau mobil lain mobil tua adalah mobil listrik,"Many people who own old cars and electric cars have other cars, but what if the other car, the old car, is an electric car",0.0,Netral
236,bahwa putraputra baik bangsa selalu bermunculananehnya negara ini tidak merespon tapi justru negara maju negara hebat itali yang meresponpenyesalan akan datang belakang hari seperti mobil listrik yang buat dan sekarang kembang di china,"that the good sons of the nation always emerge. It's strange that this country doesn't respond, but instead it's the developed countries, the great country of Italy that responds. Regret will come later, like the electric car that was made and is now developing in China.",0.775,Positif
237,apa saya boleh pinjam mobil listrik buat tamasya keliling samudera,Can I borrow an electric car for a trip around the ocean?,0.0,Netral
238,mobil listrik bukan mobil masa,Electric cars are not mass cars,0.0,Netral
239,di mall ada pamer mobil listrik begitu terus tiba2 oceh sendiri moga 2025 bisa punya mobil listrik eh temen2 langsung bilang moga wkwkwkkwk,"There was an electric car display at the mall and then all of a sudden people started talking to themselves, I hope you can have an electric car by 2025, my friends immediately said, I hope hahaha",0.91,Positif
240,ganti mobil listrik biar tidak beli bensin,change to an electric car so you don't buy petrol,0.0,Netral
241,nanti mobil listrik nga laku ya wkwkwkwkwkwkwk,Electric cars will sell later,0.0,Netral
242,mbae tidak tau tesla mobil listrik apa ya,"Miss, you don't know what Tesla is an electric car?",-0.1531,Negatif
243,kayak nanti final pakai mobil listrik,Like the final use of electric cars,0.3612,Positif
244,khusus mobil listrik kalau batere kena dan bakar madaminnya bisa hari lebih bisa tinggal onggok besi rongsok,"Especially for electric cars, if the battery is hit and burns, the battery could be gone for days and could be just a pile of scrap metal",0.0,Netral
245,proyek motor dan mobil listrik china tidak laku paham percuma dong china investasi beli bahan baku batery tapi negara konoha tidak guna kendara listrik yang laku cuma sepeda listrik,"China's electric motorbike and car projects don't sell, understand, it's useless, China invests in buying raw materials for batteries, but Konoha doesn't use electric vehicles. The only thing that sells is electric bicycles.",-0.2263,Negatif
246,pakai mobil listrik,use an electric car,0.0,Netral
247,jika mobil listrik habis daya di tengah jalan yang jauh dari stasiun isi kendara listrik umum spklu maka perlu spklu yang bisa bisa jalan mobile cek di video bawah,If an electric car runs out of power in the middle of the road which is far from the public SPKLU electric vehicle filling station then you need a SPKLU that can run mobile check in the video below,0.0,Netral
248,mobil listrik juga kita dahulu tapi ya sudah lahh,"We also used electric cars, but that's it",0.0,Netral
249,mobil listrik sebut juga mobil hijau karena ramah lingkung dan tingkat efisiensi energi sehingga dapat kurang emisi karbon tarik tembaga milik peran penting bagai hantar listrik ke tiap komponen kendara lho freeporters kalau tidak ada tembaga,"Electric cars are also called green cars because they are environmentally friendly and have a high level of energy efficiency so they can reduce carbon emissions. Copper has an important role in delivering electricity to every component of the vehicle, you know, freeporters, if there is no copper",0.7506,Positif
250,tenang saja kan ada subsidi mobil listrik tidak apa2 beras mahal kan yang penting punya mobil listrik,"Don't worry, there are subsidies for electric cars, it's okay, rice is expensive, the important thing is to have an electric car",0.6256,Positif
251,yang bawa mobil enthusiastmotubalistrik ugal2 biasa bukan yang milik bawa sama orang yang pinjam sewa sopir pribadi atau lagi bawa sama anaksaudara iseng mau tau performa mobil,"The one who drives a random motorbike electric motorbike enthusiast car, not the one who owns it, takes it from someone who borrows a private driver or takes it with his children just for fun and wants to know the car's performance.",0.7003,Positif
252,padahal justru mobil hybrid itu untuk jembatan alih dari motor bakar ke motor listrik ini balik harus dari dulu mudah mobil hybrid dulu baru bisa koarkoar pede kampanye mobil listrik di,even though hybrid cars are actually a bridge to switch from combustion motors to electric motorbikes. This is because hybrid cars have to be easy beforehand before you can be confident about the electric car campaign in,0.7269,Positif
253,kalau mobil listrik istilah masih pedal gas ya,"If it's an electric car, the term is still the gas pedal, right?",0.0,Netral
254,maksud saya imud tetapi wuling mobil listrik,I mean IMUD but Wuling is an electric car,0.0,Netral
255,tidak ah saya sudah cocok pakai asemka tidak mau pakai mobil atau motor listrik,"No, I'm already suited to using Asemka, I don't want to use a car or electric motorbike",-0.3447,Negatif
256,mobil listrik tidak cocok di indonesia karena infrastruktur jalan dan infrastruktur mental orang indonesia tidak standar,Electric cars are not suitable in Indonesia because the road infrastructure and mental infrastructure of Indonesian people are not standard,0.0,Netral
257,ingin banget punya mobil listrik wuling binguo terus buat jalanjalan sama teman ke tempat wisata,I really want to have a Wuling Binguo electric car to go out with friends to tourist attractions,0.7574,Positif
258,harga battery mobil listrik muahal,electric car battery prices are expensive,0.0,Netral
259,turut saya lebih baik mobil listrik itu sewa saja bukan untuk jual belikan,"I think it would be better to just rent electric cars, not buy and sell them.",0.4404,Positif
260,makelar mobil listrik panas takut saing hybrid,Hot electric car brokers fear hybrid competition,-0.4939,Negatif
261,heran kenapa maksain banget mobil listrik musti laris di indonesia sih ada penting apa bbm juga masih banyak tinggal sumur minyak baru harus di eksplorasi yang ngomong minyak tinggal sedikit itu karena penting bisnis bule bule untuk kurang pengaruh arab,I wonder why you are so demanding that electric cars must be popular in Indonesia. Is there anything important about fuel? Also there are still lots of new oil wells left that need to be explored. Those who say there is little oil left is because it is important for Caucasian businesses to lack Arab influence.,0.3836,Positif
262,lagi di jalan beli mobil listrik juragan,I'm on the road buying a boss's electric car,0.0,Netral
263,cocok ini tempel ke mobil listrik nyalain di cipularang,"This is suitable for attaching to an electric car, turning it on in Cipularang",0.0,Netral
264,aahhh mobil listrik cuma kejar cuan mafia2 pokok hati2 kalau beli mobil listrik biaya parts sama awat masih tidak masuk akal,"aahhh electric cars are just chasing the mafia's money, just be careful if you buy an electric car, the cost of parts and maintenance is still unreasonable",0.1531,Positif
265,makin jauh saja jarak mobil listrik masih banyak ruang kembang untuk indonesia parameter ukur di pulau jawa ideal jarak adalah jakartasurabaya 800 kamu it s 500 mile range dapat it be achived in the next 23 years,"the further the distance between electric cars, there is still a lot of room for development for Indonesia. The ideal measuring parameters on the island of Java are Jakarta, 800 miles, 500 mile range, can be achieved in the next 23 years",0.5267,Positif
266,yang beli mobil listrik dan hybrit itu orang ada atau punya lebih uang kok beri insentif jelas harus bongkar habis soal,"Those who buy electric and hybrit cars are people who have or have more money, but why give clear incentives, you have to clear up the problem",0.7351,Positif
267,kenapa takut mobil listrik kamu tidak laku,why are you afraid that your electric car won't sell?,0.0,Netral
268,karena mobil hybrid itu cara simpel mobil bensin yang di bantu motor listrik agar dapat efisiensi konsumsi bbm makanya jual hybrid di sini masih laku dan masuk akal,"because a hybrid car is a simple way of using a petrol car with the help of an electric motor to get efficient fuel consumption, that's why selling hybrids here is still selling well and makes sense.",0.765,Positif
269,makelar mobil listrik protes,Electric car brokers protest,-0.25,Negatif
270,mobil hybrid lebih baik banding mobil listrik,Hybrid cars are better than electric cars,0.4404,Positif
271,produksi pasti sesuai dengan pesan supply dan demand laku saya pribadi baik motor maupun mobil akan tetap pakai yang bbm tidak akan pengaruh dengan kendara listrik sebut kecuali mungkin suatu saat bbm susah dapat dan sudah habis muka bumi,"Production will definitely be in line with supply and demand orders. Personally, I will continue to use both motorbikes and cars, fuel which will not be affected by electric vehicles, except perhaps one day it will be hard to get fuel and the earth will run out.",0.3058,Positif
272,not safe tidak aman citra mobil listrik bagaimana masa tidak pikir buat sistim kam,"not safe, not safe, the image of electric cars, why don't you think about making your system",-0.5875,Negatif
273,jujur mobil listrik adalah gebrak yang bagus tapi cenderung terburuburu imo,"Honestly, electric cars are a great banger but they tend to be rushed imo",0.5499,Positif
274,konoha mau wujud mobil listrik lhadi negara sana malah mobil listrik sudah ribu jadi rongsok,"Konoha wants to have electric cars, but in that country thousands of electric cars are already in disrepair",0.0,Netral
275,mobil listrik yang mahal baterai bisa 4050 dari harga mobil baterai rusak harga jatuh kecuali narik genset kaya hartop rumah produksi,an expensive electric car battery can be 4050 from the price of a damaged car battery prices fall unless you pull a generator like a hartop production house,-0.1027,Negatif
276,iyaaa mobil listrik 70 lebih bahaya daripada mobil biasa terus hutang mangrove dari segi ekonomis apa blablabla,"Yes, electric cars are 70 times more dangerous than regular cars and mangrove debt from an economic perspective, blablabla",-0.4927,Negatif
277,keren banget pakai mobil listrik,it's really cool to use an electric car,0.3804,Positif
278,mobil listrik itu hanya bersih di hilir hulu isi barang kotor,The electric car is only clean downstream and upstream of dirty items,-0.0516,Negatif
279,mobil listrik apa motor listrik,electric car or electric motorbike,0.0,Netral
280,mobil listrik butuh bahan tambang seperti grafit tembaga nikel mangan kobalt lithium silika dan lain makin banyak batubara untuk pltu makin banyak semua proses tambang itu bakar bahan bakar fosil dan tebang banyak vegetasi go green nya mana,"Electric cars need mining materials such as graphite, copper, nickel, manganese, cobalt, lithium, silica, etc. The more coal for the power plant, the more all the mining processes burn fossil fuels and cut down a lot of vegetation. Where's the go green?",-0.2732,Negatif
281,meru team tidak sih yang buat mobil listrik,Meru Team doesn't make electric cars,0.0,Netral
282,lha kendara listrik yang di demo malah nickel tolol banget kok tidak demo mobil bensin yang buat cemar lingkung dan panas global lebih parah ini biaya produsen mobil bensin,"Well, the electric vehicle that was demoed was actually nickel, it's really stupid, why didn't you demo the petrol car, which pollutes the environment and global heat is even worse, this is the cost of petrol car manufacturers.",-0.8357,Negatif
283,ngecas mobil listrik sambil boboan di kos,charging an electric car while lying in bed at the boarding house,-0.5267,Negatif
284,nyata awat kendara listrik seperti mobil listrik dan motor listrik awat sungguh korek kantong hingga tongpes alias tipis bayang harga batrey mobil listrik 400 juta dan harus siap2 di ganti tiap 24 tahun sekali habis uang tabung,"In fact, the maintenance of electric vehicles such as electric cars and electric motorbikes really costs a lot of money, to the point where it's thin, imagine the price of an electric car battery is 400 million and you have to be prepared to replace it every 24 years, if you run out of savings.",0.2263,Positif
285,bukan kalau bengkel itu tetap perlu ya kan yang mobil listrik tetap ada mesin dan ada ban kalau ban bocor tetap ke bengkel,"It's not that a repair shop is still necessary, right? An electric car still has an engine and a tire. If the tire is punctured, you still need to go to the repair shop",0.0,Netral
286,kasihan mobil listrik,pity electric cars,-0.296,Negatif
287,harus hatihati kalau mobil listrik karena mesin nyala kadang tidak suara dan injak gas langsung jalan,You have to be careful if you have an electric car because sometimes the engine won't make a sound and when you step on the gas it goes straight away,0.3612,Positif
288,enak banget bawa camping pakai mobil listrik aman,It's really nice to take it camping using a safe electric car,0.7178,Positif
289,satu lagi kakak masalah sarana dan prasarana dukung belum semua kota ada jika pakai mobil listrik bagi saya yang masih sering keluar masuk jalan rusak ketika ke kebun sawit ku tidak dukung jika pakai mobil listrik nya,"One more thing, brother, the issue of supporting facilities and infrastructure is that not all cities have it if you use an electric car. For me, I still often go in and out of damaged roads when I go to oil palm plantations. I don't support it if I use an electric car.",-0.3089,Negatif
290,saya juga masuk yang belum siap mahal mobil listrik itu mobil murah jalan macet atau mobil mahal jalan tidak macet tapi hanya orang kaya yang nikmat jalan dengan kendara pribadi itu pilih berat,"I also enter those who are not ready, expensive electric cars, cheap cars on congested roads or expensive cars on uncongested roads, but only rich people enjoy traveling in private vehicles, they choose hard",0.842,Positif
291,terus nakal beberapa mobil di spek brosur tenaga amp torsi jumlah saja antara mesin dan listrik padahal belum tentu kombinasi benar segitu,Then it's naughty that some cars in the brochure specs for power amp torque are just the amount between engine and electricity even though that's not necessarily the correct combination,0.0,Netral
292,satu hal lagi mobil listrik kurang keren banding mobil bbm sensasi nya beda kakak apalagi buat mobil offroad sulit jika pakai listrik,"One more thing, electric cars are less cool than petrol cars, the sensation is different, especially for off-road cars, it's difficult to use electricity",-0.1263,Negatif
293,jujur kakak kendara listrik masih butuh waktu lama masih belum bisa kita alih dari mobil pakai bbm,"To be honest, driving electric still takes a long time and we still can't switch from cars using fuel",0.5106,Positif
294,ingin alam tetap hijau solusi mobil listrik kalah cerdas sama orangorang sisih seperti,"want nature to remain green, the solution for electric cars is less intelligent than people like them",0.7787,Positif
295,2 tingkat guna mobil listrik yang lebih banyak dari 10 ke 40 salah satu alasanya karena mereka memang sudah jadi produsen electrical vehicle ev 3 karena guna ev kualitas cuaca di china kualitas tingkat besar bahkan di shanghai,2 levels of use of electric cars which are more than 10 to 40 one of the reasons is because they are already producers of EV electrical vehicles 3 because of the use of EVs the weather quality in China is of high level quality even in Shanghai,0.0,Netral
296,mobil listrik tetap tidak akan ngurangi polusi cara signifikan kalau mayoritas listrik pakai batubara itu cuma mindahin polusi nama,"Electric cars still won't reduce pollution in a significant way if the majority of electricity uses coal, it just reduces pollution in name",0.2023,Positif
297,china itu guna batubara besar di dunia langit bitu karena motor sudah 100 persen elektrifikasi dan mobil juga tuju 100 persen bangkit listrik mah tetap batubara utama yang teriak2 pltu terus silah di sanggah china itu importir batubara besar di dunia,"China is the biggest use of coal in the world, the sky is blue because motorbikes are 100 percent electrified and cars are also aiming for 100 percent electricity, but coal is still the main thing that screams about power plants and continues to be objected to. China is the biggest coal importer in the world.",-0.4215,Negatif
298,jelas nya hampir tengah populasi nya pakai mobil listrik tapi nikel nya nambang dari indonesia jadi negara mereka aman negara kita penuh limbah dan polusi,"It's clear that almost the middle of the population uses electric cars, but the nickel is mined from Indonesia, so their country is safe, our country is full of waste and pollution.",0.2382,Positif
299,asli sih wuling binguo ev ini walaupun mobil listrik tetapi desain timeless banget,"Even though the Wuling Binguo EV is an electric car, it has a really timeless design",0.0,Netral
300,suka mobil listrik bukan karena ramah lingkung tapi karena futuristis dan maintenancenya yang jauh lebih murah,I like electric cars not because they are environmentally friendly but because they are futuristic and much cheaper to maintain,0.431,Positif
301,kalau sudah urus tambang sih tidak cuma mobil listrik mobil bbm pun samasama punya dosa rusak alam,"When it comes to mining, it's not just electric cars, fuel-fuelled cars that also have the sin of damaging nature",-0.7845,Negatif
302,3 mereka ingin kalian mati naik mobil listrik motor listrik dan mobil listrik mudah bakar,3. They want you to die riding in electric cars with electric motorbikes and combustible electric cars,-0.5574,Negatif
303,derita nyetir mobil listrik harus siap warawiri cari charging station,The pain of driving an electric car is that you have to be prepared to wander around looking for a charging station,-0.34,Negatif
304,tb2 di kantor buat tempat buat ngecas mobil listrik cokk yok bisa yok beli wuling air ev,"TB2 in the office is a place to charge electric cars, come on, let's buy a Wuling Air EV",0.0,Netral
305,tanggap pak kok bisa mobil listrik ramah lingkung,"Respond, sir, how can an electric car be environmentally friendly?",0.4939,Positif
306,bluebird lebih pilih mobil listrik banding dengan phev untuk jadi kendara taksi ramah lingkung,Bluebird prefers electric cars compared to PHEV to be an environmentally friendly taxi driver,0.4939,Positif
307,mobil listrik ramah lingkung,environmentally friendly electric cars,0.4939,Positif
308,mobil listrik lama listrik produksi dari energy fosil cuma pindah knalpot dari jalan ke tempat bangkit listrik jadi klaim ramah lingkung juga cuma propaganda jual mobil,Old electric cars produced from fossil energy only move the exhaust from the road to the electricity generator so the claim of being environmentally friendly is also just car sales propaganda,0.2732,Positif
309,soal ramah lingkung mobil listrik juga tidak ramah2 amat kok tinggal pinter2an propaganda business as usual saja seperti bapak tidak tau,"Regarding the environmental friendliness of electric cars, they are also not very friendly, why just clever business as usual propaganda like you don't know?",0.5654,Positif
310,saya yang tidak suka mobil listrik rasa siksa liput ke pamer mobil listrik,"I, who don't like electric cars, feel tortured about going to show off electric cars",-0.6917,Negatif
311,mobil listrik itu kenapa pada pakai lampu sorot ya silau anying,Why do electric cars use spotlights?,0.0,Netral
312,hampir minggu ini saya datang ke acara pamera mobil listrik tapi ntah kenapa saya tidak tarik beli apa karena saya miskin saja ya,Almost this week I went to an electric car exhibition but I don't know why I didn't want to buy anything because I'm just poor,-0.6687,Negatif
313,1 kurang bisa bawa jarak jauh 2 belum banyak tempat ngecas nya malah jadi harus punya 2 mobil listrik buat dalam kota saja yang bawa keluar kota mobil biasa kalau hybrid masih oke hehe karena tidak perlu ngecas,"1 can't take it long distances 2 there aren't many places to charge it, so you have to have 2 electric cars for the city only if you take it out of town, a regular car, if it's a hybrid, it's still okay hehe because you don't need to charge it",0.2263,Positif
314,pasti batal beli mobil listrik di belanda saja ada maling apalagi di indonesia baut jembatan jati asih saja di malingin,"definitely cancel buying an electric car in the Netherlands, there are thieves, especially in Indonesia, the bolts of the Jati Asih bridge are stolen",-0.7003,Negatif
315,ingin beli mobil listrik,want to buy an electric car,0.0772,Positif
316,kalau mau bantu perintah punya uang lebih bilah mobil listrik bas nikel,if you want to help the command have more money electric car blade nickel bus,0.4588,Positif
317,listrik di rumah belum kuat untuk nge cas mobil kistrik,The electricity at home is not yet strong enough to charge the car,-0.4023,Negatif
318,mobil yang di pakai oleh taksi lifetimenya di hitung 5 tahun karena di pakai buat kerja rodi kalau customer biasa mungkin 10 tahun jadi ini mobil listrik anggap 10 tahun telah itu pasti tidak laku di jual karena teknologi 10 tahun mobil listrik sudah,"The lifetime of a car used by a taxi is calculated at 5 years because it is used for forced work. For an ordinary customer it might be 10 years, so this is an electric car, assuming it has been 10 years, it will definitely not be sold because the technology for electric cars is 10 years old.",-0.0772,Negatif
319,tidak deh karena infratruktur belum siap toh ujung2nya juga gerus energi biofosilmobil listrik cuma main orang fomo,"no, because the infrastructure isn't ready yet, in the end it also erodes biofossil energy. Electric cars are just playing fomo people",-0.1053,Negatif
320,sudah benar mobil listrik,"That's right, an electric car",0.0,Netral
321,khawatir saya pada mobil listrik adalah ada suatu masa kalau mau starter mobil mesti nonton ads dulu kalau pilih skip ada mobil tidak bisa starter atau konsumsi listrik jadi lebih,"My concern about electric cars is that there will be a time when if you want to start the car you have to watch ads first, if you choose skip, the car won't start or the electricity consumption will be higher.",0.0772,Positif
322,sudah saat investasi pada mobil listrik,It's time to invest in an electric car,0.0,Netral
323,tunggu listrik indonesia pakai nuklir percuma pakai mobil listrik kalau tidak bersih sumber energi bangkit listrik,"Wait for Indonesia's electricity to use nuclear, it's useless to use an electric car if it's not a clean energy source to generate electricity",-0.707,Negatif
324,tidak usah nagihin mobil listrik lagi mohon,No need to charge for electric cars anymore please,0.0258,Positif
325,garagara kamu sih tidak mau belian mobil listrik,because you don't want to buy an electric car,-0.0572,Negatif
326,mobil listrik itu sampah,electric cars are trash,0.0,Netral
327,sampai saat ini tidak tarik dengan mobil listrik lebih tarik dengan mobil hydrogen,"Until now, there is no attraction to electric cars, more attraction to hydrogen cars",0.5859,Positif
328,1 jakarta pasti ada banjir2nya mobil listrik nyetrum 2 harga jual kembali jatuh 3 tidak bisa buat antar propinsi 4 reliabilitas belum uji di indonesia 5 sama seperti pesawat model baru jangan jadi yang pertama beli,1 Jakarta will definitely have floods where electric cars will electrocute 2 resale prices will fall 3 can't make it between provinces 4 reliability hasn't been tested in Indonesia 5 same as new model airplanes don't be the first to buy,0.4019,Positif
329,ya itu kenapa negara negara maju sudah banyak yang guna mobil listrik pola pikir memang beda sama orang orang,"Yes, that's why many developed countries are using electric cars. People's mindsets are different",0.4019,Positif
330,sarana prasarana buat mobil listrik belum pada battery mahal harga jual kembali untuk saat ini sih pilih ke hybrid sih,"The infrastructure for electric cars doesn't include batteries, the resale price is expensive, so for now we're opting for hybrids",0.0,Netral
331,walau bilang mobil listrik tetap butuh lumas durability tidak bisa trabas spklu yang tidak cepat isi di spbu,"Even though they say that electric cars still need lubricant, durability can't be done with a spklu that doesn't fill up quickly at gas stations",0.0,Netral
332,tesla percaya bahwa hasil industri mobil listrik adalah kunci untuk bangun masa depan yang lanjut cara lingkung,Tesla believes that the electric car industry is the key to building an environmentally friendly future.,0.4939,Positif
333,buat apa mobil listrik bukan buat jarak jauh isi batere lama kalau rusak biaya baik mahal dan lama punya mobil itu untuk mudah hidup bukan malah sulit,"what's the point of an electric car, not for long distances, fill the battery for a long time, if it breaks, the cost is good, it's expensive and it takes a long time to have a car, it's easy to live, not difficult",0.7851,Positif
334,bengkel2 umum belum siap maintenance mobil listrik segala baik kecil pun harus ke bengkel resmi atau garansi gugur,"General workshops are not ready to maintain electric cars, even small ones have to go to an authorized workshop or the warranty will be void.",-0.2755,Negatif
335,saya akan beli mobil listriktapi bukan di masa ini mungkin tunggu sekitar beberapa tahun ke depan hingga mobil listrik bisa praktis dan reliabel mobil bbm,"I will buy an electric car, but not at this time, maybe wait a few years until electric cars can be practical and reliable fueled cars",0.0,Netral
